copyright	zengfr	site:http://github.com/zengfr/romhack
000003	[66]
0FC3BC	[FFF4]
0FC3BE	[FFA0]
0FC3C0	[FFEB]
0FC3C2	[FFD0]
0FC3C4	[FFEB]
0FC3C6	[FFE0]
0FC3C8	[FFF3]
0FC3CA	[FFF0]
0FC3CC	[FFF2]
0FC3CE	[FFA1]
0FC3D0	[FFE2]
0FC3D2	[FFB1]
0FC3D4	[2]
0FC3D6	[FFB1]
0FC3D8	[FFD2]
0FC3DA	[FFB1]
0FC3DC	[FFD2]
0FC3DE	[FFC1]
0FC3E0	[FFE9]
0FC3E2	[FFD1]
0FC3E4	[FFF1]
0FC3E6	[FFE1]
0FC3E8	[FFF1]
0FC3EA	[FFF1]
0FC3EC	[FFD4]
0FC3EE	[FFC2]
0FC3F0	[4]
0FC3F2	[FFB2]
0FC3F4	[FFD4]
0FC3F6	[FFB2]
0FC3F8	[FFE4]
0FC3FA	[FFB2]
0FC3FC	[FFF4]
0FC3FE	[FFA2]
0FC400	[FFF3]
0FC402	[FFD2]
0FC404	[FFEB]
0FC406	[FFE2]
0FC408	[FFEB]
0FC40A	[FFF2]
0FCAFC	[18]
0FCAFE	[FF96]
0FCB00	[1E]
0FCB02	[FF92]
0FCB04	[FFE8]
0FCB06	[FF96]
0FCB08	[8]
0FCB0A	[FFA6]
0FCB0C	[FFF8]
0FCB0E	[FFB6]
0FCB10	[FFF8]
0FCB12	[FFA6]
0FCB14	[FFD8]
0FCB16	[FFA6]
0FCB18	[FFF8]
0FCB1A	[FFC6]
0FCB1C	[8]
0FCB1E	[FFD6]
0FCB20	[FFD8]
0FCB22	[FFD6]
0FCB24	[FFD8]
0FCB26	[FFE6]
0FCB28	[FFD8]
0FCB2A	[FFF6]
0FD204	[FFF3]
0FD206	[FFC0]
0FD208	[3]
0FD20A	[FFB0]
0FD20C	[FFE3]
0FD20E	[FFD0]
0FD210	[FFEB]
0FD212	[FFE0]
0FD214	[FFFB]
0FD216	[FFF0]
0FD248	[B]
0FD24A	[FFC2]
0FD24C	[FFDB]
0FD24E	[FFD2]
0FD250	[FFBB]
0FD252	[FFE2]
0FD254	[FFD3]
0FD256	[FFF2]
0FD258	[FFC3]
0FD25A	[FFF2]
0FD25C	[FFCB]
0FD25E	[2]
0FD260	[FFD9]
0FD262	[FFDF]
0FD264	[FFC1]
0FD266	[FFEF]
0FD26C	[FFDB]
0FD26E	[FFE0]
0FD270	[FFEB]
0FD272	[FFE8]
0FD274	[2B]
0FD276	[FFF0]
0FD278	[FFDB]
0FD27A	[FFF0]
0FD27C	[FFBB]
0FD27E	[FFF0]
0FD280	[FFEB]
0FD282	[FFF8]
0FD2CC	[13]
0FD2CE	[FFC0]
0FD2D0	[3]
0FD2D2	[FFB0]
0FD2D4	[3]
0FD2D6	[FFC0]
0FD2D8	[3]
0FD2DA	[FFD0]
0FD2DC	[FFF3]
0FD2DE	[FFC0]
0FD2E0	[FFE3]
0FD2E2	[FFD0]
0FD2E4	[FFEB]
0FD2E6	[FFE0]
0FD2E8	[FFFB]
0FD2EA	[FFF0]
0FD308	[1B]
0FD30A	[FFD2]
0FD30C	[B]
0FD30E	[FFC2]
0FD310	[B]
0FD312	[FFD2]
0FD314	[B]
0FD316	[FFE2]
0FD318	[FFDB]
0FD31A	[FFD2]
0FD31C	[FFBB]
0FD31E	[FFE2]
0FD320	[FFD3]
0FD322	[FFF2]
0FD324	[FFC3]
0FD326	[FFF2]
0FD328	[FFCB]
0FD32A	[2]
0FD470	[FFE8]
0FD472	[FF90]
0FD474	[FFE8]
0FD476	[FFA0]
0FD478	[FFF8]
0FD47A	[FFE0]
0FD47C	[FFE8]
0FD47E	[FFE0]
0FD480	[FFE8]
0FD482	[FFF0]
0FD484	[FFE8]
0FD486	[FFD0]
0FD488	[FFF8]
0FD48A	[FFE0]
0FD48C	[FFE8]
0FD48E	[FFE0]
0FD490	[FFE8]
0FD492	[FFF0]
0FD8AC	[80]
0FD8AE	[0]
0FD8B0	[90]
0FD8B2	[0]
0FD8B4	[A0]
0FD8B6	[FFF0]
0FD8B8	[90]
0FD8BA	[FFF0]
0FD8BC	[60]
0FD8BE	[0]
0FD8C0	[10]
0FD8C2	[FFD0]
0FD8C4	[10]
0FD8C6	[0]
0FD8C8	[10]
0FD8CA	[FFF0]
0FD8CC	[10]
0FD8CE	[FFE0]
0FD8D0	[FFF0]
0FD8D2	[FFE0]
0FD8D4	[FF90]
0FD8D6	[20]
0FD8D8	[FF90]
0FD8DA	[10]
0FD8DC	[FF90]
0FD8DE	[0]
0FD8E0	[FF90]
0FD8E2	[FFF0]
0FD8E4	[FFA0]
0FD8E6	[FFE0]
0FD8E8	[B0]
0FD8EA	[FFF0]
0FD8EC	[70]
0FD8EE	[FFF0]
0FD8F0	[20]
0FD8F2	[FFF0]
0FD8F4	[FFF0]
0FD8F6	[FFD0]
0FDF4C	[FFF0]
0FDF4E	[FFAD]
0FDF50	[0]
0FDF52	[FFAD]
0FDF54	[0]
0FDF56	[FFBD]
0FDF58	[FFF0]
0FDF5A	[FFBD]
0FDF5C	[8]
0FDF5E	[FFCD]
0FDF60	[FFF8]
0FDF62	[FFCD]
0FDF64	[FFF8]
0FDF66	[FFDD]
0FDF68	[0]
0FDF6A	[FFED]
0FDF6C	[FFF0]
0FDF6E	[FFED]
0FDF70	[0]
0FDF72	[FFFD]
0FDF74	[FFF0]
0FDF76	[FFFD]
0FDF78	[FFFF]
0FDF7A	[FFAC]
0FDF7C	[FFEF]
0FDF7E	[FFAC]
0FDF80	[FFFF]
0FDF82	[FFBC]
0FDF84	[FFEF]
0FDF86	[FFBC]
0FDF88	[7]
0FDF8A	[FFCC]
0FDF8C	[FFF7]
0FDF8E	[FFCC]
0FDF90	[FFF7]
0FDF92	[FFDC]
0FDF94	[7]
0FDF96	[FFEC]
0FDF98	[FFF7]
0FDF9A	[FFEC]
0FDF9C	[7]
0FDF9E	[FFFC]
0FDFA0	[FFF7]
0FDFA2	[FFFC]
0FDFA4	[8]
0FDFA6	[FFC0]
0FDFA8	[FFD8]
0FDFAA	[FFD0]
0FDFAC	[FFD8]
0FDFAE	[FFE0]
0FDFB0	[FFE8]
0FDFB2	[FFF0]
0FE468	[18]
0FE46A	[FFB8]
0FE46C	[8]
0FE46E	[FFB0]
0FE470	[FFE8]
0FE472	[FFB0]
0FE474	[FFE8]
0FE476	[FFE0]
0FE478	[FFF8]
0FE47A	[FFF0]
0FE4F0	[FFE8]
0FE4F2	[FFCE]
0FE4F4	[FFE8]
0FE4F6	[FFEE]
0FE4F8	[FFE8]
0FE4FA	[FFCE]
0FE4FC	[18]
0FE4FE	[FFC6]
0FE500	[FFF8]
0FE502	[FFC6]
0FE504	[FFF8]
0FE506	[FFE6]
0FE508	[18]
0FE50A	[FFEE]
0FE50C	[FFE8]
0FE50E	[FFEE]
0FE510	[FFF8]
0FE512	[FFF6]
0FEE14	[FFE8]
0FEE16	[FFBF]
0FEE18	[FFF0]
0FEE1A	[FFDF]
0FEE1C	[FFF0]
0FEE1E	[FFEF]
0FEE20	[FFE8]
0FEE22	[FFB8]
0FEE24	[FFF0]
0FEE26	[FFC8]
0FEE28	[0]
0FEE2A	[FFE8]
0FEE2C	[8]
0FEE2E	[FFF8]
0FEE30	[FFB8]
0FEE32	[FFD0]
0FEE34	[FFF8]
0FEE36	[FFC0]
0FEE38	[FFE8]
0FEE3A	[FFD0]
0FEE3C	[18]
0FEE3E	[FFF0]
0FEE40	[18]
0FEE42	[FFB8]
0FEE44	[FFF8]
0FEE46	[FFA8]
0FEE48	[FFF8]
0FEE4A	[FFD8]
0FEE4C	[FFE8]
0FEE4E	[FFC8]
0FEE50	[FFD8]
0FEE52	[FFD8]
0FEE54	[FFF8]
0FEE56	[FFE8]
0FEF14	[FFF8]
0FEF16	[FFA4]
0FEF18	[10]
0FEF1A	[FFB4]
0FEF1C	[FFF0]
0FEF1E	[FFB4]
0FEF20	[FFE8]
0FEF22	[FFD4]
0FEF24	[FFE8]
0FEF26	[FFE4]
0FEF28	[FFF8]
0FEF2A	[FFF4]
0FEF40	[8]
0FEF42	[FFA4]
0FEF44	[FFD8]
0FEF46	[FFB4]
0FEF48	[FFE8]
0FEF4A	[FFE4]
0FFD08	[FFFC]
0FFD0A	[FFD0]
0FFD0C	[FFCC]
0FFD0E	[FFE0]
0FFD10	[FFE4]
0FFD12	[FFF0]
0FFFF4	[D]
0FFFF6	[CF4]
0FFFFA	[D]
0FFFFC	[43D8]
10000C	[FFFF]
10000E	[A]
100010	[FFD9]
100012	[20]
100014	[1D]
100016	[2B]
100018	[FFFF]
10001A	[A]
10001C	[FFBC]
10001E	[3B]
100020	[1D]
100022	[2A]
100024	[FFFF]
100026	[A]
100028	[FFF8]
10002A	[13]
100030	[FFFF]
100032	[A]
100034	[FFBC]
100036	[3D]
100038	[1D]
10003A	[1C]
10003C	[FFFF]
10003E	[A]
100040	[FFEC]
100042	[E]
100048	[FFFF]
10004A	[A]
10004C	[FFDB]
10004E	[E]
100050	[34]
100052	[11]
100054	[FFFF]
100056	[A]
100058	[FFB8]
10005A	[31]
10005C	[1D]
10005E	[29]
100090	[FFFF]
100092	[A]
100094	[FFCC]
100096	[22]
100098	[17]
10009A	[27]
10009C	[FFFF]
10009E	[A]
1000A0	[FFD8]
1000A2	[23]
1000A4	[30]
1000A6	[23]
1000A8	[FFFF]
1000AA	[A]
1000AC	[FFCE]
1000AE	[33]
1000B0	[0]
1000B2	[24]
1000C0	[FFFF]
1000C2	[A]
1000C4	[FFC0]
1000C6	[38]
1000C8	[1B]
1000CA	[21]
1000CC	[FFFF]
1000CE	[A]
1000D0	[FFD0]
1000D2	[2E]
1000D4	[23]
1000D6	[33]
1000D8	[FFF8]
1000DA	[10]
1000DC	[FFF1]
1000DE	[1D]
1000E0	[14]
1000E2	[13]
1000E4	[FFF8]
1000E6	[18]
1000E8	[FFD2]
1000EA	[1A]
1000EC	[12]
1000EE	[1D]
1000F0	[4]
1000F2	[28]
1000F4	[FFD2]
1000F6	[42]
1000FC	[FFF0]
1000FE	[28]
100100	[0]
100102	[42]
100104	[1]
100106	[4D]
100108	[FFDC]
10010A	[28]
10010C	[FFDF]
10010E	[5C]
100114	[FFF4]
100116	[20]
100118	[FFCA]
10011A	[1E]
100120	[FFDC]
100122	[50]
100124	[FF90]
100126	[BC]
100128	[1]
10012A	[5B]
100138	[1]
10013A	[6]
10013C	[FFF4]
10013E	[17]
100140	[0]
100142	[4B]
100144	[1]
100146	[6]
100148	[FFF4]
10014A	[1A]
10015C	[1]
10015E	[6]
100160	[FFF1]
100162	[19]
100164	[0]
100166	[4E]
100168	[0]
10016A	[6]
100180	[1]
100182	[6]
100184	[FFD3]
100186	[15]
100198	[1]
10019A	[6]
1001A4	[1]
1001A6	[6]
100204	[1]
100206	[6]
100210	[1]
100212	[6]
10021C	[1]
10021E	[6]
100270	[1]
100272	[6]
100274	[FFE6]
100276	[33]
10027C	[1]
10027E	[6]
100280	[FFF2]
100282	[1D]
100288	[1]
10028A	[6]
10028C	[FFD0]
10028E	[5B]
100290	[0]
100292	[23]
1002A0	[1]
1002A2	[6]
1002A4	[FFE7]
1002A6	[2E]
1002A8	[1B]
1002AA	[33]
1002AC	[1]
1002AE	[6]
1002B0	[FFE8]
1002B2	[2C]
1002B8	[0]
100360	[1]
100362	[6]
100364	[FFE8]
100366	[2C]
100368	[0]
10036A	[2F]
10036C	[1]
10036E	[6]
100370	[FFE9]
100372	[2C]
100374	[0]
100376	[3F]
1003D8	[3]
1003DA	[2]
1003DC	[FFEF]
1003DE	[A]
1003F0	[FFFF]
1003F2	[A]
1003F4	[FF97]
1003F6	[62]
1003F8	[1D]
1003FA	[2B]
100438	[FFEC]
10043A	[30]
10043C	[FFB7]
10043E	[8D]
100444	[FFEC]
100446	[30]
100448	[FFB8]
10044A	[8D]
10044C	[0]
10044E	[54]
100450	[FFEC]
100452	[30]
100454	[FFC2]
100456	[7B]
100600	[FFFC]
100602	[10]
100604	[FFF1]
100606	[1E]
100608	[0]
10060A	[1E]
10060C	[FFF8]
10060E	[18]
100610	[FFE8]
100612	[2F]
100624	[FFFC]
100626	[10]
100628	[FFEA]
10062A	[2C]
10062C	[0]
10062E	[39]
100630	[FF]
1008B8	[FFFC]
1008BA	[10]
1008BC	[FFE8]
1008BE	[2F]
1008C0	[0]
1008C2	[80]
1008DC	[FFFB]
1008DE	[16]
1008E0	[FFDF]
1008E2	[40]
1008E8	[FFF8]
1008EA	[1D]
1008EC	[FFDD]
1008EE	[46]
100C0C	[1]
100C0E	[6]
100C10	[FFF1]
100C12	[1D]
100C14	[0]
100C16	[4D]
100C18	[1]
100C1A	[6]
100C3C	[1]
100C3E	[6]
100C40	[FFEB]
100C42	[1D]
100C48	[1]
100C4A	[6]
100C4C	[FFE6]
100C4E	[1F]
100C50	[0]
100C52	[50]
100C54	[1]
100C56	[6]
100C60	[1]
100C62	[6]
100C9C	[1]
100C9E	[6]
100CA0	[FFF0]
100CA2	[23]
100CA4	[0]
100CA6	[3D]
100D98	[1]
100D9A	[6]
100E04	[1]
100E06	[6]
100E08	[FFE6]
100E0A	[30]
100E0C	[28]
100E0E	[23]
100E10	[1]
100E12	[6]
100E14	[FFC5]
100E16	[61]
100E18	[31]
100E1A	[18]
100EAC	[FFDC]
100EAE	[28]
100EB0	[FFFF]
100EB2	[2D]
100EB4	[0]
100EB6	[51]
100EB8	[FFDC]
100EBA	[28]
100EBC	[FFD4]
100EBE	[2C]
100EC0	[0]
100EC2	[51]
100EC4	[FFDC]
100EC6	[50]
100EC8	[FFB3]
100ECA	[54]
100ECC	[0]
100ECE	[52]
100ED0	[4]
100ED2	[28]
100ED4	[FFD4]
100ED6	[35]
100EDC	[4]
100EDE	[28]
100EE0	[FFFE]
100EE2	[4F]
100EE8	[FFDC]
100EEA	[50]
100EEC	[FFFE]
100EEE	[5F]
100EF0	[0]
100EF2	[54]
100EF4	[FFDC]
100EF6	[50]
100EF8	[FF9D]
100EFA	[BE]
100F00	[FFD8]
100F02	[28]
100F04	[FFA3]
100F06	[63]
100F0C	[0]
100F0E	[0]
100F10	[0]
100F12	[0]
100F24	[FFFF]
100F26	[A]
100F28	[FFB7]
100F2A	[3C]
100F2C	[1E]
100F2E	[2C]
100F3C	[FFFF]
100F3E	[A]
100F40	[FFB7]
100F42	[3C]
100F44	[1E]
100F46	[1E]
100F48	[FFFF]
100F4A	[A]
100F4C	[FFD1]
100F4E	[22]
100F50	[2B]
100F52	[19]
100F78	[FFFF]
100F7A	[A]
100F7C	[FFB8]
100F7E	[40]
100F80	[27]
100F82	[12]
100F84	[FFFF]
100F86	[A]
100F88	[FFC4]
100F8A	[38]
100F8C	[24]
100F8E	[14]
100FCC	[1]
100FCE	[6]
101044	[3]
101046	[1]
101048	[FFEF]
10104A	[A]
10105C	[1]
10105E	[6]
101060	[FFEE]
101062	[1F]
101064	[2A]
101066	[22]
101068	[FFFF]
10106A	[A]
10106C	[FFDA]
10106E	[2D]
101070	[20]
101072	[1C]
101074	[FFFF]
101076	[A]
101078	[FFBB]
10107A	[44]
10107C	[2B]
10107E	[1E]
10129C	[FFFF]
10129E	[A]
1012A0	[FFD5]
1012A2	[59]
1012A4	[FFFB]
1012A6	[1C]
1012F0	[FFFF]
1012F2	[A]
1012F4	[FFEA]
1012F6	[20]
101320	[FFFF]
101322	[A]
101324	[FFD2]
101326	[67]
10138C	[FFF6]
10138E	[13]
101390	[FFE0]
101392	[42]
1013D4	[FFF8]
1013D6	[F]
1013D8	[FFCD]
1013DA	[6B]
1013F8	[FFF7]
1013FA	[F]
1013FC	[FFD5]
1013FE	[53]
101404	[FFF4]
101406	[12]
101408	[FFE2]
10140A	[39]
101464	[FFFC]
101466	[10]
101468	[FFF6]
10146A	[1B]
101848	[1]
10184A	[6]
101860	[1]
101862	[6]
101864	[FFEE]
101866	[1A]
101868	[0]
10186A	[47]
10186C	[1]
10186E	[6]
101884	[1]
101886	[6]
101890	[1]
101892	[6]
101894	[FFF5]
101896	[1E]
101898	[1F]
10189A	[20]
10189C	[1]
10189E	[6]
1018A0	[FFFA]
1018A2	[1F]
1018A4	[20]
1018A6	[28]
101968	[FFFF]
10196A	[A]
10196C	[FFBB]
10196E	[39]
101970	[1D]
101972	[25]
101980	[FFFF]
101982	[A]
101984	[FFB9]
101986	[3B]
101988	[1D]
10198A	[1D]
1019B0	[FFFF]
1019B2	[A]
1019B4	[FFBD]
1019B6	[3F]
1019D4	[FFFF]
1019D6	[A]
1019D8	[FFBD]
1019DA	[40]
1019DC	[1C]
1019DE	[14]
1019E0	[FFFF]
1019E2	[A]
1019E4	[FFDF]
1019E6	[24]
1019E8	[18]
1019EA	[1C]
101A10	[4]
101A12	[28]
101A14	[FFFA]
101A16	[29]
101A18	[0]
101A1A	[49]
101A1C	[4]
101A1E	[28]
101A20	[FFCA]
101A22	[32]
101A24	[0]
101A26	[4D]
101A28	[FFF0]
101A2A	[28]
101A2C	[FFA9]
101A2E	[56]
101A30	[0]
101A32	[54]
101A34	[FFDC]
101A36	[28]
101A38	[FF9A]
101A3A	[63]
101A64	[FFDC]
101A66	[50]
101A68	[FFFC]
101A6A	[68]
101A7C	[FFDC]
101A7E	[50]
101A80	[FF9C]
101A82	[C0]
101A88	[0]
101A8A	[0]
101A8C	[0]
101A8E	[0]
101A94	[1]
101A96	[6]
101A98	[FFF0]
101A9A	[B]
101AA0	[1]
101AA2	[6]
101AA4	[FFF7]
101AA6	[13]
101AAC	[1]
101AAE	[6]
101AB0	[FFF5]
101AB2	[17]
101B24	[1]
101B26	[6]
101B28	[FFF8]
101B2A	[23]
101B2C	[19]
101B2E	[22]
101B30	[FFFE]
101B32	[4]
101B34	[FFB2]
101B36	[47]
103030	[0]
103032	[8]
103034	[FFD2]
103036	[1F]
103060	[0]
103062	[8]
103064	[FFF0]
103066	[20]
103068	[0]
10306A	[4A]
10306C	[0]
10306E	[8]
103070	[FFE6]
103072	[2B]
103074	[0]
103076	[4A]
103078	[0]
10307A	[8]
103240	[0]
103242	[8]
103244	[FFE8]
103246	[22]
103248	[0]
10324A	[42]
1032DC	[0]
1032DE	[8]
1032E0	[FFEB]
1032E2	[26]
1032E4	[27]
1032E6	[22]
103408	[FFFC]
10340A	[10]
10340C	[FFC1]
10340E	[6D]
103410	[2]
103412	[3A]
1034D4	[0]
1034D6	[8]
1034D8	[FFE7]
1034DA	[2A]
1034E0	[0]
1034E2	[8]
1034E4	[FFE3]
1034E6	[2F]
1034E8	[0]
1034EA	[3E]
1034EC	[0]
1034EE	[8]
1034F0	[FFE2]
1034F2	[2F]
10384C	[0]
10384E	[8]
103850	[FFE7]
103852	[33]
103C0C	[0]
103C0E	[8]
103C10	[FFEB]
103C12	[2B]
103C14	[0]
103C16	[52]
103D50	[0]
103D52	[8]
103D54	[FFE0]
103D56	[30]
103D58	[0]
103D5A	[4F]
103D80	[0]
103D82	[8]
103D84	[FFDA]
103D86	[33]
103D88	[0]
103D8A	[52]
103DBC	[0]
103DBE	[8]
103DC0	[FFE1]
103DC2	[32]
103DE0	[0]
103DE2	[8]
103DE4	[FFBC]
103DE6	[2E]
103E10	[0]
103E12	[8]
103E14	[FFDC]
103E16	[3A]
103E18	[0]
103E1A	[38]
103F00	[FFFC]
103F02	[10]
103F04	[FFCC]
103F06	[78]
103F08	[FFFE]
103F0A	[4C]
11D220	[201]
11D222	[0]
11D230	[201]
11D232	[0]
11D234	[201]
11D236	[0]
11D238	[201]
11D23A	[0]
11D23C	[201]
11D23E	[0]
11D240	[201]
11D242	[0]
11D244	[201]
11D246	[0]
11D248	[201]
11D24A	[0]
11D24C	[201]
11D24E	[0]
11D250	[201]
11D252	[0]
11D254	[201]
11D256	[0]
11D258	[201]
11D25A	[0]
11D25C	[201]
11D25E	[0]
11D260	[201]
11D262	[4000]
11D264	[301]
11D266	[3000]
11D270	[302]
11D272	[3000]
11D274	[401]
11D276	[4000]
11D278	[301]
11D27A	[3000]
11D27C	[201]
11D27E	[3000]
11D280	[201]
11D282	[3000]
11D284	[201]
11D286	[1000]
11D28C	[100]
11D28E	[0]
11D2A4	[201]
11D2A6	[0]
11D2A8	[100]
11D2AA	[2000]
11D2AC	[201]
11D2AE	[0]
11D2B0	[201]
11D2B2	[0]
11D2B4	[201]
11D2B6	[0]
11D2B8	[201]
11D2BA	[1000]
11D2BC	[201]
11D2BE	[1000]
11D2C0	[201]
11D2C2	[1000]
11D2C4	[201]
11D2C6	[3000]
11D2C8	[201]
11D2CA	[4000]
11D2D8	[100]
11D2DA	[0]
11D2DC	[100]
11D2DE	[0]
11D2E0	[201]
11D2E2	[0]
11D324	[201]
11D326	[2000]
11D328	[201]
11D32A	[3000]
11D32C	[401]
11D32E	[4000]
11D330	[201]
11D332	[2000]
11D334	[201]
11D336	[2000]
11D338	[201]
11D33A	[2000]
11D33C	[302]
11D33E	[2000]
11D340	[201]
11D342	[2000]
11D344	[504]
11D346	[2000]
11D348	[201]
11D34A	[0]
11D3A4	[201]
11D3A6	[1000]
11D3A8	[201]
11D3AA	[1000]
11D3AC	[201]
11D3AE	[1000]
11D3E4	[301]
11D3E6	[2000]
11D40C	[201]
11D40E	[3000]
11D41C	[403]
11D41E	[3100]
11D420	[704]
11D422	[4100]
11D424	[101]
11D426	[2100]
11D42C	[101]
11D42E	[3000]
11D444	[301]
11D446	[2000]
11D448	[201]
11D44A	[2000]
11D44C	[301]
11D44E	[4000]
11D450	[301]
11D452	[3000]
11D4CC	[201]
11D4CE	[1000]
11D4E0	[504]
11D4E2	[1000]
11D4E4	[302]
11D4E6	[1000]
11D4E8	[302]
11D4EA	[1000]
11D4EC	[201]
11D4EE	[1000]
11D4F0	[302]
11D4F2	[1000]
11D4F4	[302]
11D4F6	[1000]
11D4F8	[504]
11D4FA	[1000]
11D4FC	[302]
11D4FE	[1000]
11D500	[302]
11D502	[1000]
11D504	[201]
11D506	[1000]
11D508	[302]
11D50A	[1000]
11D50C	[302]
11D50E	[1000]
11D540	[201]
11D542	[4000]
11D544	[201]
11D546	[4000]
11D548	[201]
11D54A	[4000]
11D54C	[302]
11D54E	[4000]
11D550	[302]
11D552	[4000]
11D554	[201]
11D556	[4000]
11D558	[201]
11D55A	[4000]
11D55C	[302]
11D55E	[4000]
11D560	[201]
11D562	[4000]
11D568	[201]
11D56A	[4000]
11D56C	[302]
11D56E	[4000]
11D584	[201]
11D586	[0]
11D588	[302]
11D58A	[600]
11D58C	[200]
11D58E	[1000]
11D5A4	[201]
11D5A6	[0]
11D5A8	[201]
11D5AA	[2000]
11D5B0	[201]
11D5B2	[0]
11D5B4	[201]
11D5B6	[0]
11D5B8	[201]
11D5BA	[0]
11D5BC	[201]
11D5BE	[3000]
11D5C0	[201]
11D5C2	[3000]
11D5C4	[201]
11D5C6	[3000]
11D5DC	[0]
11D5DE	[2000]
11D5E0	[0]
11D5E2	[1000]
11D5E4	[0]
11D5E6	[1000]
11D5E8	[0]
11D5EA	[1000]
11D660	[201]
11D662	[0]
11D664	[302]
11D666	[0]
11D668	[201]
11D66A	[2000]
11D66C	[201]
11D66E	[2000]
11D69C	[201]
11D69E	[1000]
11D6B4	[0]
11D6B6	[2200]
11D740	[100]
11D742	[0]
11D744	[100]
11D746	[0]
11D748	[100]
11D74A	[0]
11D74C	[100]
11D74E	[0]
11D750	[100]
11D752	[0]
11D754	[100]
11D756	[0]
11D758	[200]
11D75A	[4000]
11D75C	[200]
11D75E	[4000]
11D950	[0]
11D952	[0]
11D954	[0]
11D956	[0]
11D958	[0]
11D95A	[0]
11D95C	[0]
11D95E	[0]
11D960	[0]
11D962	[0]
11D964	[0]
11D966	[0]
11D968	[0]
11D96A	[0]
11D96C	[0]
11D96E	[0]
11D970	[0]
11D972	[0]
11D974	[0]
11D976	[0]
11E298	[402]
11E29A	[1000]
11E29C	[201]
11E29E	[0]
11E2A0	[201]
11E2A2	[0]
11E2A4	[201]
11E2A6	[0]
11E2A8	[201]
11E2AA	[1000]
11E2DC	[201]
11E2DE	[1000]
11E2EC	[201]
11E2EE	[1000]
11E2F4	[201]
11E2F6	[1000]
11E2F8	[201]
11E2FA	[1000]
11E328	[503]
11E32A	[1000]
11E32C	[201]
11E32E	[0]
11E340	[201]
11E342	[1000]
11E38C	[403]
11E38E	[4000]
11E390	[201]
11E392	[4000]
11E394	[605]
11E396	[2000]
11E3A8	[402]
11E3AA	[2000]
11E3AC	[201]
11E3AE	[0]
11E3B0	[201]
11E3B2	[0]
11E3B4	[201]
11E3B6	[0]
11E3B8	[201]
11E3BA	[1000]
11E438	[503]
11E43A	[2000]
11E450	[201]
11E452	[2000]
11E458	[403]
11E45A	[4000]
11E464	[201]
11E466	[0]
11E468	[404]
11E46A	[1000]
11E46C	[402]
11E46E	[0]
11E470	[0]
11E472	[3000]
11E474	[0]
11E476	[3000]
11E478	[0]
11E47A	[3000]
11E47C	[0]
11E47E	[3000]
11E480	[0]
11E482	[3000]
11E484	[0]
11E486	[3000]
11E4F0	[0]
11E4F2	[3000]
11E66C	[201]
11E66E	[1000]
11E670	[302]
11E672	[1000]
11E674	[301]
11E676	[1000]
11E678	[201]
11E67A	[1000]
11E67C	[402]
11E67E	[1000]
11E690	[401]
11E692	[1000]
11E6A0	[503]
11E6A2	[0]
11E6A4	[201]
11E6A6	[0]
11E6A8	[201]
11E6AA	[0]
11E6CC	[201]
11E6CE	[2000]
11E6D0	[0]
11E6D2	[0]
11E6D4	[0]
11E6D6	[0]
11E6D8	[0]
11E6DA	[0]
11E6DC	[0]
11E6DE	[0]
11E714	[201]
11E716	[3000]
11E728	[201]
11E72A	[4000]
11E72C	[201]
11E72E	[4000]
11E730	[302]
11E732	[2000]
11E734	[201]
11E736	[2000]
11E738	[201]
11E73A	[2000]
11E73C	[302]
11E73E	[2000]
11E864	[201]
11E866	[0]
11E888	[201]
11E88A	[0]
11E88C	[201]
11E88E	[0]
11E890	[201]
11E892	[0]
11E894	[201]
11E896	[0]
11E898	[201]
11E89A	[0]
11E89C	[201]
11E89E	[0]
11E8A0	[201]
11E8A2	[0]
11E8A4	[201]
11E8A6	[0]
11E8A8	[201]
11E8AA	[0]
11E8AC	[201]
11E8AE	[0]
11E8B0	[201]
11E8B2	[0]
11E8B4	[201]
11E8B6	[0]
11E8E8	[201]
11E8EA	[3000]
11E8EC	[201]
11E8EE	[4000]
11E8F0	[201]
11E8F2	[3000]
11E8F4	[201]
11E8F6	[3000]
11E8F8	[201]
11E8FA	[3000]
11E8FC	[201]
11E8FE	[3000]
11E900	[201]
11E902	[3000]
11E904	[201]
11E906	[3000]
11E908	[201]
11E90A	[3000]
11E92C	[201]
11E92E	[0]
11E934	[0]
11E936	[0]
11E944	[201]
11E946	[1000]
11E9BC	[201]
11E9BE	[0]
11E9C0	[201]
11E9C2	[0]
11E9C4	[201]
11E9C6	[0]
11E9C8	[201]
11E9CA	[3000]
11E9D8	[100]
11E9DA	[0]
11E9E0	[201]
11E9E2	[0]
11E9E4	[100]
11E9E6	[2000]
11E9E8	[100]
11E9EA	[0]
11EA24	[201]
11EA26	[2000]
11EA28	[201]
11EA2A	[2000]
11EA2C	[201]
11EA2E	[2000]
11EA30	[201]
11EA32	[2000]
11EA34	[201]
11EA36	[2000]
11EA38	[100]
11EA3A	[2000]
11EA3C	[201]
11EA3E	[2000]
11EA40	[101]
11EA42	[2000]
11EA44	[101]
11EA46	[2000]
11EA48	[100]
11EA4A	[2000]
11EA4C	[201]
11EA4E	[2000]
11EA50	[201]
11EA52	[0]
11EAA0	[201]
11EAA2	[0]
11EAA4	[201]
11EAA6	[0]
11EAA8	[201]
11EAAA	[0]
11EAD0	[201]
11EAD2	[0]
11EB84	[FFFF]
11EB86	[5000]
