copyright	zengfr	site:http://github.com/zengfr/romhack
	
   26650;1C78;8000;       A;   0;FFFF93B4; 1; 0; 2; 8; 0; 0;   0;   0;   26650;   2A358;   265F4;	
   6DF8C;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0;30; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFD994; 1;14; 2; 0; 8; 0;  38; 20A;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFD994; 1;14; 2; 0;16; 0;  38; 20A;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFD994; 1;14; 2; 0;18; 0;  38; 20A;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0; 8; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;16; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;1A; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;30; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;36; 0;  38; 200;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 206;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 20A;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDB54; 1;14; 2; 0;16; 0;  38; 206;   6DF82;       0;   6DF2A;	
   6DF8C;1190;8000;   30004;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DF82;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCD54; 1;14; 2; 0; 8; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCD54; 1;14; 2; 0;16; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCD54; 1;14; 2; 0;18; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCD54; 1;14; 2; 0;30; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCF14; 1;14; 2; 0; 8; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCF14; 1;14; 2; 0;1A; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 206;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD0D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD0D4; 1;14; 2; 0;16; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD534; 1;14; 2; 0; 8; 0;  38; 202;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD534; 1;14; 2; 0;16; 0;  38; 202;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 206;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;30; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD994; 1;14; 2; 0;16; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFD994; 1;14; 2; 0;18; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0; 8; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;16; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;1A; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;30; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;36; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 206;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0;16; 0;  38; 206;   6DF8C;       0;   6DF2A;	
   6DF96;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DF8C;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCD54; 1;14; 2; 0; 8; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCD54; 1;14; 2; 0;16; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCD54; 1;14; 2; 0;30; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCF14; 1;14; 2; 0; 8; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCF14; 1;14; 2; 0;1A; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 206;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD0D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD0D4; 1;14; 2; 0;16; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD534; 1;14; 2; 0; 8; 0;  38; 202;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD534; 1;14; 2; 0;16; 0;  38; 202;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 206;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD7D4; 1;14; 2; 0;30; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD994; 1;14; 2; 0;16; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFD994; 1;14; 2; 0;18; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDA74; 1;14; 2; 0; 8; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDA74; 1;14; 2; 0;16; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDA74; 1;14; 2; 0;1A; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDA74; 1;14; 2; 0;30; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDA74; 1;14; 2; 0;36; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 206;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDB54; 1;14; 2; 0;16; 0;  38; 206;   6DF96;       0;   6DF2A;	
   6DFA0;1198;8000;   50008;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DF96;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCD54; 1;14; 2; 0; 8; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCD54; 1;14; 2; 0;30; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCF14; 1;14; 2; 0; 8; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCF14; 1;14; 2; 0;1A; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 206;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD0D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD0D4; 1;14; 2; 0;16; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD534; 1;14; 2; 0; 8; 0;  38; 202;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 206;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD7D4; 1;14; 2; 0;30; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD994; 1;14; 2; 0;16; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFD994; 1;14; 2; 0;18; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0; 8; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;16; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;1A; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;30; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDA74; 1;14; 2; 0;36; 0;  38; 200;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 206;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFAA;1194;8000;   40004;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DFA0;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCD54; 1;14; 2; 0; 8; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCD54; 1;14; 2; 0;30; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCF14; 1;14; 2; 0; 8; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 206;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD0D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD0D4; 1;14; 2; 0;16; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 206;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD7D4; 1;14; 2; 0;30; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD994; 1;14; 2; 0;16; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFD994; 1;14; 2; 0;18; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0; 8; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;16; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;30; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFDA74; 1;14; 2; 0;36; 0;  38; 200;   6DFAA;       0;   6DF2A;	
   6DFB4;1190;8000;   30004;1C00;FFFFDB54; 1;14; 2; 0; 8; 0;  38; 20A;   6DFAA;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFCD54; 1;14; 2; 0; 8; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFCD54; 1;14; 2; 0;30; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFCF14; 1;14; 2; 0; 8; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFCFF4; 1;14; 2; 0; 8; 0;  38; 206;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD0D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD0D4; 1;14; 2; 0;16; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD7D4; 1;14; 2; 0; 8; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD7D4; 1;14; 2; 0;16; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 206;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD7D4; 1;14; 2; 0;30; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD994; 1;14; 2; 0;16; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFD994; 1;14; 2; 0;18; 0;  38; 20A;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFDA74; 1;14; 2; 0; 8; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFDA74; 1;14; 2; 0;16; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFDA74; 1;14; 2; 0;30; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFBE;118C;8000;   20084;1C00;FFFFDA74; 1;14; 2; 0;36; 0;  38; 200;   6DFB4;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   2FAD2;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6E31E;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   2FAD2;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DF96;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFCA;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   2FAD2;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DFCA;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   2FAD2;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   6DFCA;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DF78;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DF8C;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DF96;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFCA;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6E31E;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   2FAD2;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DFCA;       0;   6DF2A;	
   6DFCA;1188;8000;   10007;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6E044;       0;   6DF2A;	
   6DFD4;118C;8000;   20003;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFCA;       0;   6DF2A;	
   6DFD4;118C;8000;   20003;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFCA;       0;   6DF2A;	
   6DFD4;118C;8000;   20003;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DFCA;       0;   6DF2A;	
   6DFD4;118C;8000;   20003;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   6DFCA;       0;   6DF2A;	
   6DFD4;118C;8000;   20003;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFCA;       0;   6DF2A;	
   6DFD4;118C;8000;   20003;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DFCA;       0;   6DF2A;	
   6DFDE;1190;8000;   30003;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFD4;       0;   6DF2A;	
   6DFDE;1190;8000;   30003;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFD4;       0;   6DF2A;	
   6DFDE;1190;8000;   30003;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DFD4;       0;   6DF2A;	
   6DFDE;1190;8000;   30003;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   6DFD4;       0;   6DF2A;	
   6DFDE;1190;8000;   30003;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFD4;       0;   6DF2A;	
   6DFDE;1190;8000;   30003;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DFD4;       0;   6DF2A;	
   6DFE8;1194;8000;   40003;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFDE;       0;   6DF2A;	
   6DFE8;1194;8000;   40003;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFDE;       0;   6DF2A;	
   6DFE8;1194;8000;   40003;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DFDE;       0;   6DF2A;	
   6DFE8;1194;8000;   40003;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   6DFDE;       0;   6DF2A;	
   6DFE8;1194;8000;   40003;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFDE;       0;   6DF2A;	
   6DFE8;1194;8000;   40003;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DFDE;       0;   6DF2A;	
   6DFF2;1198;8000;   50007;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFE8;       0;   6DF2A;	
   6DFF2;1198;8000;   50007;1C00;FFFFCFF4; 1;14; 2; 0;18; 0;  38; 206;   6DFE8;       0;   6DF2A;	
   6DFF2;1198;8000;   50007;1C00;FFFFD534; 1;14; 2; 0;18; 0;  38; 202;   6DFE8;       0;   6DF2A;	
   6DFF2;1198;8000;   50007;1C00;FFFFD7D4; 1;14; 2; 0;18; 0;  38; 200;   6DFE8;       0;   6DF2A;	
   6DFF2;1198;8000;   50007;1C00;FFFFDA74; 1;14; 2; 0;18; 0;  38; 200;   6DFE8;       0;   6DF2A;	
   6DFF2;1198;8000;   50007;1C00;FFFFDB54; 1;14; 2; 0;18; 0;  38; 20A;   6DFE8;       0;   6DF2A;	
   6DFFC;1194;8000;   40003;1C00;FFFFCF14; 1;14; 2; 0;18; 0;  38; 20A;   6DFF2;       0;   6DF2A;	
